Address,BlockNumber,StreetName,Lon,Lat
1000 EMMETT ST N Charlottesville VA,1000,EMMETT ST N,-78.5024837,38.0502656
600 DOUGLAS AVE Charlottesville VA,600,DOUGLAS AVE,-78.47424889999999,38.0259504
200 OAK STREET Charlottesville VA,200,OAK STREET,-78.4836315,38.0259527
1300 PEN PARK RD Charlottesville VA,1300,PEN PARK RD,-78.4547501,38.0540874
2300 DELMEAD LN Charlottesville VA,2300,DELMEAD LN,-78.4986538,38.0604271
600 ROSEHILL DR Charlottesville VA,600,ROSEHILL DR,-78.4882112,38.0373587
2300 NORTH BERKSHIRE Charlottesville VA,2300,NORTH BERKSHIRE,-78.49668967501812,38.06234391215153
1400 4TH ST NE Charlottesville VA,1400,4TH ST NE,-78.4783042,38.0320619
800 RIALTO ST Charlottesville VA,800,RIALTO ST,-78.47844345154061,38.022163328202936
800 WEST MAIN ST Charlottesville VA,800,WEST MAIN ST,-78.490864,38.0317157
200 13TH ST NW Charlottesville VA,200,13TH ST NW,-78.4979092,38.0344404
1100 HARRIS ST Charlottesville VA,1100,HARRIS ST,-78.47794838347541,38.0396797816203
200 16TH ST NE Charlottesville VA,200,16TH ST NE,-78.4661232,38.0258745
200 CHESNUT ST Charlottesville VA,200,CHESNUT ST,-78.4702143,38.024833
0 UNIVERSITY AVE Charlottesville VA,0,UNIVERSITY AVE,-78.49932285441372,38.03373695609391
1500 RUTLEDGE AVE Charlottesville VA,1500,RUTLEDGE AVE,-78.48391790928778,38.045806848469844
300 1ST ST N Charlottesville VA,300,1ST ST N,-78.4808062,38.0323001
1000 CHERRYAVE Charlottesville VA,1000,CHERRYAVE,-78.4974462,38.0264846
6200 CROSS COUNTRY RD Charlottesville VA,6200,CROSS COUNTRY RD,-78.69838709999999,38.0097472
1400 EMMETT ST Charlottesville VA,1400,EMMETT ST,-78.4963422,38.0559704
100 STEWART CIRCLE Charlottesville VA,100,STEWART CIRCLE,-78.49456262665196,38.043491619797685
0 I64 MM 118 WEST Charlottesville VA,0,I64 MM 118 WEST,-78.62887959999999,38.034899
1400 RIVER RD Charlottesville VA,1400,RIVER RD,-78.45759097755763,38.043360004597744
600 RUBY RD Charlottesville VA,600,RUBY RD,-78.5000742,38.04180119999999
1000 250 BYPASS Charlottesville VA,1000,250 BYPASS,-78.47023214844916,38.03946742281463
2000 HESSIAN RD Charlottesville VA,2000,HESSIAN RD,-78.4954999105955,38.05158453542914
1600 WILLOW DR Charlottesville VA,1600,WILLOW DR,-78.4609882,38.0337032
0 1ST ST N Charlottesville VA,0,1ST ST N,-78.4803239,38.0334195
300 SECOND ST SE Charlottesville VA,300,SECOND ST SE,-78.4814428,38.0291245
600 ANDERSON ST Charlottesville VA,600,ANDERSON ST,-78.4884184,38.0342151
900 ROSEHILL DR Charlottesville VA,900,ROSEHILL DR,-78.4865088,38.0389956
100 LOCUST LANE CT Charlottesville VA,100,LOCUST LANE CT,-78.45974092160809,38.04459153534569
800 CYTHIANNA AVE Charlottesville VA,800,CYTHIANNA AVE,-78.48441940000001,38.03964
300 SEMINOLE CT Charlottesville VA,300,SEMINOLE CT,-78.4842184,38.0650002
200 PALANTINE ST Charlottesville VA,200,PALANTINE ST,-78.4810349,38.0156447
200 CAMELLIA DR Charlottesville VA,200,CAMELLIA DR,-78.5111764313633,38.01425582129356
800 DRUID AVE Charlottesville VA,800,DRUID AVE,-78.48069393031295,38.01869221387034
1500 RUGBY AVE Charlottesville VA,1500,RUGBY AVE,-78.4835889457279,38.04518364704792
100 BROOKEWOOD DR Charlottesville VA,100,BROOKEWOOD DR,-78.4960201,38.018713
500 BAILEY RD Charlottesville VA,500,BAILEY RD,-78.49500652413867,38.02099587042849
1400 SADLER ST Charlottesville VA,1400,SADLER ST,-78.49846571405942,38.03652370660694
600 E MARKET STREET Charlottesville VA,600,E MARKET STREET,-78.47759879363443,38.03017053133297
500 CARLTON RD Charlottesville VA,500,CARLTON RD,-78.4730333,38.0203695
300 FAIRWAY ST Charlottesville VA,300,FAIRWAY ST,-78.4630275,38.0259801
100 MIDDLESEZ DR Charlottesville VA,100,MIDDLESEZ DR,-78.50304469999999,38.059445
0 7TH ST NE AND E HIGH ST Charlottesville VA,0,7TH ST NE AND E HIGH ST,-78.4759304,38.0316424
700 250 BYPASS Charlottesville VA,700,250 BYPASS,-78.4670773,38.0389505
1900 ARLINGTON BLVDD Charlottesville VA,1900,ARLINGTON BLVDD,-78.5043574,38.04776
700 NORTH AVE Charlottesville VA,700,NORTH AVE,-78.4662929,38.042578
600 RAINIER RD Charlottesville VA,600,RAINIER RD,-78.50932800000001,38.0212943
100 MAURY AVE. Charlottesville VA,100,MAURY AVE.,-78.5150589,38.0259552
1200 EDGE HILL RD Charlottesville VA,1200,EDGE HILL RD,-78.4770322,38.04206569999999
600 15TH ST SW Charlottesville VA,600,15TH ST SW,-78.4971877,38.0405021
1500 DAIRY ROAD Charlottesville VA,1500,DAIRY ROAD,-78.48642772092515,38.053525095999404
"400 MALLORY, GEORGE Charlottesville VA",400,"MALLORY, GEORGE",NA,NA
1100 JOHN WARNER PKWY Charlottesville VA,1100,JOHN WARNER PKWY,-78.469787,38.0513426
200 1ST S Charlottesville VA,200,1ST S,-78.4818829,38.0300326
600 MONTICELLO RD Charlottesville VA,600,MONTICELLO RD,-78.4734696,38.0233087
1300 MERIDIAN ST Charlottesville VA,1300,MERIDIAN ST,-78.4793431,38.0182702
100 CRESAP RD Charlottesville VA,100,CRESAP RD,-78.5084558,38.0402962
900 MORTON LN Charlottesville VA,900,MORTON LN,-78.4925136,38.0351757
100 MADISON LANE Charlottesville VA,100,MADISON LANE,-78.5023953,38.0364048
200 TODD AVE Charlottesville VA,200,TODD AVE,-78.513271,38.024885
2200 N BERKSHIRE DR Charlottesville VA,2200,N BERKSHIRE DR,-78.4977444,38.0635005
1400 MEADOWBROOK RD Charlottesville VA,1400,MEADOWBROOK RD,-78.4963558,38.0544197
700 5TH ST Charlottesville VA,700,5TH ST,-78.5062343,38.0099422
2600 BARRACKS RD W Charlottesville VA,2600,BARRACKS RD W,-78.5148071,38.0618908
1000 SMITH ST Charlottesville VA,1000,SMITH ST,-78.46106476699518,38.04287875902527
1200 LILI LN Charlottesville VA,1200,LILI LN,-78.46352658133377,38.048069459158555
400 17TH ST Charlottesville VA,400,17TH ST,-78.50080672648363,38.039285934445424
900 WATER ST Charlottesville VA,900,WATER ST,-78.4739676,38.0282279
300 11ST ST NW Charlottesville VA,300,11ST ST NW,-78.4949821,38.0358484
100 LAURAL CIRCLE Charlottesville VA,100,LAURAL CIRCLE,-78.501362,38.023971
100 LAUREL CIR Charlottesville VA,100,LAUREL CIR,-78.501362,38.023971
600 PALATINE AVE Charlottesville VA,600,PALATINE AVE,-78.4857165,38.0181393
700 ELSON ST Charlottesville VA,700,ELSON ST,-78.4772325,38.0370823
100 MONTIIBELLO CIR Charlottesville VA,100,MONTIIBELLO CIR,-78.5100377,38.0297592
300 ROBERTSON AVE Charlottesville VA,300,ROBERTSON AVE,-78.51157289999999,38.0242769
300 MONTIBELLO CIR Charlottesville VA,300,MONTIBELLO CIR,-78.510424,38.0294551
1300 PEN PARK ROAD Charlottesville VA,1300,PEN PARK ROAD,-78.4547501,38.0540874
200 WATER ST W Charlottesville VA,200,WATER ST W,-78.48259267035907,38.03024556879635
700 LEXINGOTN AVE Charlottesville VA,700,LEXINGOTN AVE,-78.47117159999999,38.0348674
2100 MICHIE DRIVE Charlottesville VA,2100,MICHIE DRIVE,-78.48596087505403,38.06111463052364
1700 CHESPEAKE ST Charlottesville VA,1700,CHESPEAKE ST,-78.458975,38.024022
1800 JEFFERESON PARK AVE Charlottesville VA,1800,JEFFERESON PARK AVE,-78.5090309,38.028643
"100 CARROLLTON, TERR Charlottesville VA",100,"CARROLLTON, TERR",-78.5102634,38.0279958
0 4TH ST NW Charlottesville VA,0,4TH ST NW,-78.4857603,38.0327017
100 OLD 5TH CIR Charlottesville VA,100,OLD 5TH CIR,-78.49396569999999,38.0213918
100 WATERBURG CT Charlottesville VA,100,WATERBURG CT,-78.47108399999999,38.018792
0 4TH ST NE Charlottesville VA,0,4TH ST NE,-78.4783042,38.0320619
1800 AVON ST EXT Charlottesville VA,1800,AVON ST EXT,-78.5020128,37.9943876
1400 UNIVERSITY AVE. Charlottesville VA,1400,UNIVERSITY AVE.,-78.5000549,38.0340277
800 CALHOUN ST Charlottesville VA,800,CALHOUN ST,-78.4652959,38.0415363
200 BROOKWOOD DR Charlottesville VA,200,BROOKWOOD DR,-78.49350489060485,38.01886365281781
700 ELIZABETH AVE Charlottesville VA,700,ELIZABETH AVE,-78.46207149077615,38.04621695385663
600 NINTH ST SW Charlottesville VA,600,NINTH ST SW,-78.495041,38.026973
1600 ROSEHILL DR Charlottesville VA,1600,ROSEHILL DR,-78.482677,38.04953
0 VINE ST Charlottesville VA,0,VINE ST,-78.4673519,38.0194193
700 LYONS COURT LN Charlottesville VA,700,LYONS COURT LN,-78.4728119,38.0373751
1100 ROSSER AVE Charlottesville VA,1100,ROSSER AVE,-78.493647,38.0400164
500 MERIDAN ST Charlottesville VA,500,MERIDAN ST,-78.47487389999999,38.0243604
700 DICE ST Charlottesville VA,700,DICE ST,-78.49131109999999,38.0296626
0 I64 MILE MARKER 125 Charlottesville VA,0,I64 MILE MARKER 125,-78.62887959999999,38.034899
100 MELBOURNE PARK CIRCLE Charlottesville VA,100,MELBOURNE PARK CIRCLE,-78.47135999999999,38.0475734
900 FENDALL TR Charlottesville VA,900,FENDALL TR,-78.5019114,38.047455
600 EAST MARKET ST Charlottesville VA,600,EAST MARKET ST,-78.47784904189568,38.03011030858873
200 MICHIE DR Charlottesville VA,200,MICHIE DR,-78.48915921011196,38.05907188271798
1600 AMHEARST ST Charlottesville VA,1600,AMHEARST ST,-78.4867871,38.0424205
1700 MEADOWBROOK HEIGHTS RD Charlottesville VA,1700,MEADOWBROOK HEIGHTS RD,-78.4800412,38.0591692
1000 E MAIN ST Charlottesville VA,1000,E MAIN ST,-78.47758990000001,38.0295509
100 HARTFORD CAT Charlottesville VA,100,HARTFORD CAT,-78.47211399999999,38.01876499999999
900 NALLE ST Charlottesville VA,900,NALLE ST,-78.49358414949957,38.03045752972815
200 ROBERTSON AVE Charlottesville VA,200,ROBERTSON AVE,-78.513081,38.024146
100 ELLIOT AVE Charlottesville VA,100,ELLIOT AVE,-78.4848896340014,38.022751481341416
800 W. MAIN ST Charlottesville VA,800,W. MAIN ST,-78.490864,38.0317157
600 CHARLTON AVE Charlottesville VA,600,CHARLTON AVE,-78.47444899999999,38.0243467
2500 PLATAEU RD Charlottesville VA,2500,PLATAEU RD,-78.5207344,38.0249647
0 GRADY AVE Charlottesville VA,0,GRADY AVE,-78.495246,38.0397966
1100 LIITTLE HIGH ST Charlottesville VA,1100,LIITTLE HIGH ST,-78.4708414,38.0306738
1300 RIVER RD Charlottesville VA,1300,RIVER RD,-78.4567854,38.0425013
500 WEST MAIN ST Charlottesville VA,500,WEST MAIN ST,-78.48734236838636,38.03101387964788
900 LOCUST AVE Charlottesville VA,900,LOCUST AVE,-78.46556691662295,38.03849838219315
600 7 1/2 ST Charlottesville VA,600,7 1/2 ST,-78.4937865,38.0266977
1600 LONG ST Charlottesville VA,1600,LONG ST,-78.45973607204552,38.03535935304447
2300 PRICE ST Charlottesville VA,2300,PRICE ST,-78.5166836,38.0269345
1500 VIRGINAI AVE Charlottesville VA,1500,VIRGINAI AVE,-78.4987802,38.0380136
1400 SHADOW OAKS PL Charlottesville VA,1400,SHADOW OAKS PL,-78.4661038,38.077344
1000 COTTONWOOD DR Charlottesville VA,1000,COTTONWOOD DR,-78.46691079547702,38.04245649892348
2200 COMMONWEALTH DR Charlottesville VA,2200,COMMONWEALTH DR,-78.4931259,38.0696356
100 MARIE PL Charlottesville VA,100,MARIE PL,-78.4744491,38.0664672
700 FRANKLIN Charlottesville VA,700,FRANKLIN,-78.4654427,38.0193095
100 OBSERVATORY  AVE Charlottesville VA,100,OBSERVATORY  AVE,-78.5134339,38.0264386
1800 FENDALL AVE Charlottesville VA,1800,FENDALL AVE,-78.4983348,38.0434655
200 WINE ST Charlottesville VA,200,WINE ST,-78.47821569999999,38.0359143
300 GREENBRIER DR Charlottesville VA,300,GREENBRIER DR,-78.49011039999999,38.074241
1000 10TH ST NW Charlottesville VA,1000,10TH ST NW,-78.4875385,38.0399044
400 8TH ST NE Charlottesville VA,400,8TH ST NE,-78.47559307733269,38.03140396892807
900 PAIGE ST Charlottesville VA,900,PAIGE ST,-78.49198849999999,38.0347237
800 FENDALL TER Charlottesville VA,800,FENDALL TER,-78.5028268,38.0463957
400 PAGE ST Charlottesville VA,400,PAGE ST,-78.4892728,38.0338075
100 PENWICK CT Charlottesville VA,100,PENWICK CT,-78.4886576,38.0248307
1400 HAMPTEN ST Charlottesville VA,1400,HAMPTEN ST,-78.4691263,38.0192101
1400 HAMPTONB ST Charlottesville VA,1400,HAMPTONB ST,-78.4691263,38.0192101
2000 CITYWALK WAY Charlottesville VA,2000,CITYWALK WAY,-78.4690777,38.0261785
1900 JEFFERSON PARK AVE. Charlottesville VA,1900,JEFFERSON PARK AVE.,-78.51125739999999,38.0274135
700 CARGIL LN Charlottesville VA,700,CARGIL LN,-78.47418554088047,38.03719181066833
100 UNIVERSITY WAY Charlottesville VA,100,UNIVERSITY WAY,-78.5013762,38.0423801
700 ROCKCREEK RD Charlottesville VA,700,ROCKCREEK RD,-78.5009065,38.0228669
300 MONTEBELLO CR Charlottesville VA,300,MONTEBELLO CR,-78.510424,38.0294551
400 CITY WALK WAY Charlottesville VA,400,CITY WALK WAY,-78.469162,38.0255652
1600 WESTWOOD RD Charlottesville VA,1600,WESTWOOD RD,-78.48706866323337,38.04439227552888
1800 HYDRULIC RD Charlottesville VA,1800,HYDRULIC RD,-78.4897056,38.0595205
500 14TH ST SW Charlottesville VA,500,14TH ST SW,-78.4964936,38.03927669999999
900 RUGBY AVENUE Charlottesville VA,900,RUGBY AVENUE,-78.4797626,38.0448646
100 CARROLLTON TERRACE Charlottesville VA,100,CARROLLTON TERRACE,-78.5102634,38.0279958
1900 EMMETT ST N Charlottesville VA,1900,EMMETT ST N,-78.4925669,38.0606411
100 MONTEVISTA AVE Charlottesville VA,100,MONTEVISTA AVE,-78.5126709,38.0172698
1900 HAMPTON ST Charlottesville VA,1900,HAMPTON ST,-78.46787399499057,38.01867743914417
2000 CITY WALK WAY Charlottesville VA,2000,CITY WALK WAY,-78.4690777,38.0261785
1400 SWANSON DR Charlottesville VA,1400,SWANSON DR,-78.494151,38.0618151
2400 FOUNTAINE AVE Charlottesville VA,2400,FOUNTAINE AVE,-78.51900049999999,38.0257449
1000 S 1ST ST Charlottesville VA,1000,S 1ST ST,-78.48786094265938,38.01944367013377
1000 SOUTH 1ST ST Charlottesville VA,1000,SOUTH 1ST ST,-78.4872627,38.0206477
1600 MULBERRY AVE Charlottesville VA,1600,MULBERRY AVE,-78.50732729478787,38.024131712917075
1000 CALTON AVE Charlottesville VA,1000,CALTON AVE,-78.47444899999999,38.0243467
800 E HARDY DR. Charlottesville VA,800,E HARDY DR.,-78.4902161,38.0334203
600 EMARKET ST Charlottesville VA,600,EMARKET ST,-78.47745859999999,38.0304127
100 MARKET ST Charlottesville VA,100,MARKET ST,-78.4814042,38.0316155
300 7TH ST SW Charlottesville VA,300,7TH ST SW,-78.49041445354857,38.03054466393974
900 MARTIN ST Charlottesville VA,900,MARTIN ST,-78.4648629,38.0377585
1100 FORST HILLS AVE Charlottesville VA,1100,FORST HILLS AVE,-78.4985489,38.025348
300 OAK ST Charlottesville VA,300,OAK ST,-78.4868686,38.027321
500 COURT SQUARE Charlottesville VA,500,COURT SQUARE,-78.477593,38.031064
100 W. SOUTH ST Charlottesville VA,100,W. SOUTH ST,-78.4823978,38.0294155
100 COLEMAN ST Charlottesville VA,100,COLEMAN ST,-78.4587081,38.038604
900 ANDRESON ST Charlottesville VA,900,ANDRESON ST,-78.4908367,38.0355759
1400 MELBOURNE ST Charlottesville VA,1400,MELBOURNE ST,-78.47596419999999,38.0523149
600 PAGE ST Charlottesville VA,600,PAGE ST,-78.4892728,38.0338075
2000 MINOR RIDGE RD Charlottesville VA,2000,MINOR RIDGE RD,-78.4851774,38.0752227
600 7TH ST SW Charlottesville VA,600,7TH ST SW,-78.4904495,38.0295502
200 MONTE VISTA Charlottesville VA,200,MONTE VISTA,-78.51379659999999,38.0162679
200 AVON ST EXT Charlottesville VA,200,AVON ST EXT,-78.5022819,37.992958
9100 ST CLAIR AVE Charlottesville VA,9100,ST CLAIR AVE,-78.4622369,38.0389034
1600 MADISON LN Charlottesville VA,1600,MADISON LN,-78.4867566,38.0416326
2500 NAYLOR ST Charlottesville VA,2500,NAYLOR ST,-78.50504533851517,38.01723280739193
1500 KENWOOD LN Charlottesville VA,1500,KENWOOD LN,-78.4772448,38.0563613
100 ARLINGTON BLVD Charlottesville VA,100,ARLINGTON BLVD,-78.5050521,38.0480143
900 RAINER RD Charlottesville VA,900,RAINER RD,-78.507475,38.020944
900 OLD FARM RD Charlottesville VA,900,OLD FARM RD,-78.4989847,38.0457265
1500 BRANDYWINE DR Charlottesville VA,1500,BRANDYWINE DR,-78.4860587,38.0583414
700 GROVE AVE Charlottesville VA,700,GROVE AVE,-78.46825160000002,38.0336521
100 MELBOURNE RD Charlottesville VA,100,MELBOURNE RD,-78.47135999999999,38.0475734
1000 RIVES ST Charlottesville VA,1000,RIVES ST,-78.4732743,38.015782
800 1ST ST S Charlottesville VA,800,1ST ST S,-78.4850467,38.024463
1800 HYDRAULI C RD Charlottesville VA,1800,HYDRAULI C RD,-78.4897056,38.0595205
2600 JEFFERSON PARK CRL Charlottesville VA,2600,JEFFERSON PARK CRL,NA,NA
400 GROVE RD Charlottesville VA,400,GROVE RD,-78.4772291,38.0541947
400 14TH ST NE Charlottesville VA,400,14TH ST NE,-78.49747959999999,38.0381088
700 RAINIER RD Charlottesville VA,700,RAINIER RD,-78.5073896457265,38.01916244796923
2100 TARLTON DR Charlottesville VA,2100,TARLTON DR,-78.4708612,38.0614465
1800 PEN PARK RD Charlottesville VA,1800,PEN PARK RD,-78.4516925,38.0507063
100 CHISOLM PL Charlottesville VA,100,CHISOLM PL,-78.46353189999999,38.0268001
900 SYCAMORE ST Charlottesville VA,900,SYCAMORE ST,-78.4720832,38.0340266
500 LEXINGOTN AVE Charlottesville VA,500,LEXINGOTN AVE,-78.4724331,38.0330907
1400 1/2 UNIVERSITY AVE Charlottesville VA,1400,1/2 UNIVERSITY AVE,-78.5000549,38.0340277
1400 HILLTOP RD Charlottesville VA,1400,HILLTOP RD,-78.48887839999999,38.0539356
100 CARROLTON TERR Charlottesville VA,100,CARROLTON TERR,-78.5102634,38.0279958
100 CARROLLTON TERR Charlottesville VA,100,CARROLLTON TERR,-78.5102634,38.0279958
1500 MONTICELLO AVE Charlottesville VA,1500,MONTICELLO AVE,-78.4748101,38.0148066
200 15TH ST Charlottesville VA,200,15TH ST,-78.49961309999999,38.0351581
12200 SMITH ST Charlottesville VA,12200,SMITH ST,-78.4585232,38.0411167
900 CABELL AVE Charlottesville VA,900,CABELL AVE,-78.4929969,38.0439024
1900 EMMER ST N Charlottesville VA,1900,EMMER ST N,-78.4275347,38.1226305
1800 UNIVERSITY CIRCLE Charlottesville VA,1800,UNIVERSITY CIRCLE,-78.5016319565144,38.04162788715177
1200 HARRIS RD Charlottesville VA,1200,HARRIS RD,-78.489212,38.013816
700 ROCKREEK RD Charlottesville VA,700,ROCKREEK RD,-78.5009065,38.0228669
1500 CHERRYAVE Charlottesville VA,1500,CHERRYAVE,-78.5032956,38.0242377
1600 HARDWOOD AVE Charlottesville VA,1600,HARDWOOD AVE,-78.48702709999999,38.043647
600 9TH ST SE Charlottesville VA,600,9TH ST SE,-78.495041,38.026973
300 15THS T NW Charlottesville VA,300,15THS T NW,-78.49937249999999,38.03632109999999
300 15TH ST Charlottesville VA,300,15TH ST,-78.49908016741811,38.03645362494657
0 7TH ST NW Charlottesville VA,0,7TH ST NW,-78.48977775729968,38.03144113851169
600 BRENHEIM AVE Charlottesville VA,600,BRENHEIM AVE,-78.4818195,38.0233234
3000 CARLTON AVE Charlottesville VA,3000,CARLTON AVE,-78.46545139999999,38.0208741
800 CYNTIANNA AVE Charlottesville VA,800,CYNTIANNA AVE,-78.48441940000001,38.03964
1300 HILLTOP ROAD Charlottesville VA,1300,HILLTOP ROAD,-78.49265749999999,38.0500068
100 MANSFIELD CT Charlottesville VA,100,MANSFIELD CT,-78.523175,38.008373
1900 THOMAS RD Charlottesville VA,1900,THOMAS RD,-78.50639869999999,38.0262616
800 PRESTEN AVE Charlottesville VA,800,PRESTEN AVE,-78.48879389999999,38.0364566
200 EMMET ST Charlottesville VA,200,EMMET ST,-78.50678586695663,38.03832146232944
800 BOLLING AV Charlottesville VA,800,BOLLING AV,-78.4780281,38.0226307
1100 EMEMT ST N Charlottesville VA,1100,EMEMT ST N,-78.500306,38.0515337
1700 E  MARKET ST Charlottesville VA,1700,E  MARKET ST,-78.45978450000001,38.0229337
100 N EMMET ST Charlottesville VA,100,N EMMET ST,-78.50639199999999,38.039893
100 MORTON LN Charlottesville VA,100,MORTON LN,-78.49236111362696,38.03565284448525
500 PARK PL Charlottesville VA,500,PARK PL,-78.477842,38.034031
400 W HIGH ST Charlottesville VA,400,W HIGH ST,-78.4830309,38.0333262
900 EMMET  ST N Charlottesville VA,900,EMMET  ST N,-78.5029799,38.048578
1800 RUGBY AVE Charlottesville VA,1800,RUGBY AVE,-78.4931052,38.0463804
1300 RIVERDALE DR. Charlottesville VA,1300,RIVERDALE DR.,-78.4614555,38.0349895
900 250 BYPASS Charlottesville VA,900,250 BYPASS,-78.4670773,38.0389505
100 GREENWICH CT. Charlottesville VA,100,GREENWICH CT.,-78.470309,38.0188119
100 CHANDLER ST Charlottesville VA,100,CHANDLER ST,-78.4938729,38.013377
200 PALATINE ST Charlottesville VA,200,PALATINE ST,-78.4810349,38.0156447
28000 N JAMES MADISON HWY Charlottesville VA,28000,N JAMES MADISON HWY,-78.22174749999999,37.9682126
600 WATER ST E Charlottesville VA,600,WATER ST E,-78.4775983,38.0287467
800 SHAMROCK RD Charlottesville VA,800,SHAMROCK RD,-78.5014150129488,38.01971203371252
1600 TRAILRIDGE RD Charlottesville VA,1600,TRAILRIDGE RD,-78.50322487153618,38.021350198052204
300 RIVERISDE DR Charlottesville VA,300,RIVERISDE DR,-78.45531299999999,38.023876
1100 SEMINOLE STRL Charlottesville VA,1100,SEMINOLE STRL,-78.4875455,38.0667214
300 PARK ST Charlottesville VA,300,PARK ST,-78.47767336647189,38.03079840069529
0 2ND ST SE AND MONTICELLO AVE Charlottesville VA,0,2ND ST SE AND MONTICELLO AVE,-78.482345,38.0270588
1300 RIVERSIDE DR Charlottesville VA,1300,RIVERSIDE DR,-78.295496,37.906928
800 FRANKLIN ST Charlottesville VA,800,FRANKLIN ST,-78.46670898423446,38.01865170569242
0 WEST ST Charlottesville VA,0,WEST ST,-78.4905866,38.0368012
900 SOUTH FIRST ST Charlottesville VA,900,SOUTH FIRST ST,-78.4857298,38.0232651
600 E MAKET ST Charlottesville VA,600,E MAKET ST,-78.47745859999999,38.0304127
500 ALBEMARLE SQ Charlottesville VA,500,ALBEMARLE SQ,-78.47049489999999,38.0829246
300 CAMELLIA DR Charlottesville VA,300,CAMELLIA DR,-78.5107629,38.0122024
1600 SAINT ANNES ROAD Charlottesville VA,1600,SAINT ANNES ROAD,-78.48378679999999,38.05606239999999
1600 CABELL AVE Charlottesville VA,1600,CABELL AVE,-78.49319893225942,38.04346231900336
1600 AVONT ST EXT Charlottesville VA,1600,AVONT ST EXT,-78.48960629999999,38.010789
200 2ND ST Charlottesville VA,200,2ND ST,-78.48254925920082,38.030559108613815
100 COPELEY RD Charlottesville VA,100,COPELEY RD,-78.5064577,38.047784299999996
0 RUN ST Charlottesville VA,0,RUN ST,-78.4936065,38.0343799
